,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,year,month,day,hour,dayofweek,discomfort_index,peak,temp(difference),ideal,sticky,rainyday,temp_scaled,h_0,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10,h_11,h_12,h_13,h_14,h_15,h_16,h_17,h_18,h_19,h_20,h_21,h_22,h_23,hw_0,hw_1,hw_2,hw_3,hw_4,hw_5,hw_6,hw_7,hw_8,hw_9,hw_10,hw_11,hw_12,hw_13,hw_14,hw_15,hw_16,hw_17,hw_18,hw_19,hw_20,hw_21,hw_22,hw_23
29,2011-01-21 05:00:00,spring,0,1,1,9.84,9.85,60,27.9993,0,1,21,5,Friday,51.54,0,-0.01,0,0,0,0.22916666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2011-01-21 06:00:00,spring,0,1,1,9.02,10.605,55,16.9979,0,1,21,6,Friday,50.65,0,-1.59,0,0,0,0.20833333333333331,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2011-01-21 07:00:00,spring,0,1,1,8.2,9.09,51,19.0012,0,1,21,7,Friday,49.79,0,-0.89,0,0,0,0.18749999999999997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2011-01-21 08:00:00,spring,0,1,1,8.2,9.09,47,22.0028,0,1,21,8,Friday,50.04,1,-0.89,0,0,0,0.18749999999999997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2011-01-21 09:00:00,spring,0,1,1,8.2,9.09,51,23.9994,0,1,21,9,Friday,49.79,0,-0.89,0,0,0,0.18749999999999997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2011-01-21 10:00:00,spring,0,1,1,8.2,8.335,47,31.0009,0,1,21,10,Friday,50.04,0,-0.14,0,0,0,0.18749999999999997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2011-01-21 11:00:00,spring,0,1,1,9.02,9.09,41,31.0009,0,1,21,11,Friday,51.4,0,-0.07,0,0,0,0.20833333333333331,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36,2011-01-21 12:00:00,spring,0,1,1,9.02,9.09,27,39.0007,0,1,21,12,Friday,52.16,1,-0.07,0,0,0,0.20833333333333331,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37,2011-01-21 13:00:00,spring,0,1,1,8.2,7.575,21,39.0007,0,1,21,13,Friday,51.64,1,0.62,0,0,0,0.18749999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38,2011-01-21 14:00:00,spring,0,1,1,8.2,7.575,25,35.0008,0,1,21,14,Friday,51.4,0,0.62,0,0,0,0.18749999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39,2011-01-21 15:00:00,spring,0,1,1,6.56,6.06,26,30.0026,0,1,21,15,Friday,49.58,0,0.5,0,0,0,0.14583333333333331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,2011-01-21 16:00:00,spring,0,1,1,6.56,6.82,26,23.9994,0,1,21,16,Friday,49.58,0,-0.26,0,0,0,0.14583333333333331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41,2011-01-21 17:00:00,spring,0,1,1,5.74,6.06,28,23.9994,0,1,21,17,Friday,48.54,1,-0.32,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,2011-01-21 18:00:00,spring,0,1,1,4.92,6.06,30,16.9979,0,1,21,18,Friday,47.46,1,-1.14,0,0,0,0.10416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,2011-01-21 19:00:00,spring,0,1,1,4.92,5.305,30,22.0028,0,1,21,19,Friday,47.46,0,-0.38,0,0,0,0.10416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44,2011-01-21 20:00:00,spring,0,1,1,4.1,3.79,33,27.9993,0,1,21,20,Friday,46.24,0,0.31,0,0,0,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45,2011-01-21 21:00:00,spring,0,1,1,3.28,3.79,38,19.0012,0,1,21,21,Friday,44.76,0,-0.51,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46,2011-01-21 22:00:00,spring,0,1,1,2.46,1.515,41,26.0027,0,1,21,22,Friday,43.43,0,0.94,0,0,0,0.04166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47,2011-01-21 23:00:00,spring,0,1,1,2.46,2.275,38,22.0028,0,1,21,23,Friday,43.78,0,0.19,0,0,0,0.04166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,2011-01-22 00:00:00,spring,0,0,1,1.64,1.515,45,16.9979,0,1,22,0,Saturday,41.92,0,0.12,0,0,0,0.020833333333333332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2011-01-22 01:00:00,spring,0,0,2,1.64,0.0,41,26.0027,0,1,22,1,Saturday,42.43,0,1.64,0,0,0,0.020833333333333332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2011-01-22 02:00:00,spring,0,0,2,1.64,1.515,41,16.9979,0,1,22,2,Saturday,42.43,0,0.12,0,0,0,0.020833333333333332,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2011-01-22 03:00:00,spring,0,0,2,1.64,1.515,41,19.0012,0,1,22,3,Saturday,42.43,0,0.12,0,0,0,0.020833333333333332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2011-01-22 04:00:00,spring,0,0,2,0.82,0.76,48,19.9995,0,1,22,4,Saturday,40.49,0,0.06,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2011-01-22 06:00:00,spring,0,0,2,0.82,1.515,44,15.0013,0,1,22,6,Saturday,41.03,0,-0.7,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2011-01-22 07:00:00,spring,0,0,1,0.82,0.76,44,19.0012,0,1,22,7,Saturday,41.03,0,0.06,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2011-01-22 08:00:00,spring,0,0,1,0.82,0.0,44,22.0028,0,1,22,8,Saturday,41.03,0,0.82,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2011-01-22 09:00:00,spring,0,0,1,1.64,1.515,41,16.9979,0,1,22,9,Saturday,42.43,0,0.12,0,0,0,0.020833333333333332,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2011-01-22 10:00:00,spring,0,0,2,1.64,3.03,41,11.0014,0,1,22,10,Saturday,42.43,1,-1.39,0,0,0,0.020833333333333332,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2011-01-22 11:00:00,spring,0,0,2,2.46,3.79,38,8.9981,0,1,22,11,Saturday,43.78,1,-1.33,0,0,0,0.04166666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2011-01-22 12:00:00,spring,0,0,2,2.46,5.305,38,7.0015,0,1,22,12,Saturday,43.78,1,-2.84,0,0,0,0.04166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2011-01-22 13:00:00,spring,0,0,1,3.28,8.335,35,16.320835148514842,0,1,22,13,Saturday,45.09,1,-5.06,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2011-01-22 14:00:00,spring,0,0,1,4.1,6.82,33,7.0015,0,1,22,14,Saturday,46.24,1,-2.72,0,0,0,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2011-01-22 15:00:00,spring,0,0,1,4.92,7.575,28,16.320835148514842,0,1,22,15,Saturday,47.65,1,-2.66,0,0,0,0.10416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2011-01-22 16:00:00,spring,0,0,1,4.92,6.82,28,12.998,0,1,22,16,Saturday,47.65,1,-1.9,0,0,0,0.10416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2011-01-22 17:00:00,spring,0,0,1,4.92,9.85,28,16.320835148514842,0,1,22,17,Saturday,47.65,1,-4.93,0,0,0,0.10416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2011-01-22 18:00:00,spring,0,0,1,3.28,4.545,35,12.998,0,1,22,18,Saturday,45.09,1,-1.27,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2011-01-22 19:00:00,spring,0,0,1,3.28,5.305,35,8.9981,0,1,22,19,Saturday,45.09,1,-2.02,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2011-01-22 20:00:00,spring,0,0,1,2.46,3.79,45,11.0014,0,1,22,20,Saturday,42.95,0,-1.33,0,0,0,0.04166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2011-01-22 21:00:00,spring,0,0,1,2.46,5.305,41,6.0032,0,1,22,21,Saturday,43.43,0,-2.84,0,0,0,0.04166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2011-01-22 22:00:00,spring,0,0,1,2.46,7.575,49,16.320835148514842,0,1,22,22,Saturday,42.48,0,-5.12,0,0,0,0.04166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2011-01-22 23:00:00,spring,0,0,1,1.64,3.79,57,7.0015,0,1,22,23,Saturday,40.4,0,-2.15,0,0,0,0.020833333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2011-01-23 00:00:00,spring,0,0,1,1.64,3.79,57,7.0015,0,1,23,0,Sunday,40.4,0,-2.15,0,0,0,0.020833333333333332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2011-01-23 01:00:00,spring,0,0,1,1.64,3.79,57,7.0015,0,1,23,1,Sunday,40.4,0,-2.15,0,0,0,0.020833333333333332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2011-01-23 02:00:00,spring,0,0,1,0.82,3.03,62,8.9981,0,1,23,2,Sunday,38.6,0,-2.21,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2011-01-23 03:00:00,spring,0,0,1,0.82,3.03,62,8.9981,0,1,23,3,Sunday,38.6,0,-2.21,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2011-01-23 05:00:00,spring,0,0,2,1.64,3.79,57,7.0015,0,1,23,5,Sunday,40.4,0,-2.15,0,0,0,0.020833333333333332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2011-01-23 06:00:00,spring,0,0,2,1.64,3.79,57,7.0015,0,1,23,6,Sunday,40.4,0,-2.15,0,0,0,0.020833333333333332,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
