,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,year,month,day,hour,dayofweek,discomfort_index,peak,temp(difference),ideal,sticky,rainyday,temp_scaled,h_0,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10,h_11,h_12,h_13,h_14,h_15,h_16,h_17,h_18,h_19,h_20,h_21,h_22,h_23,hw_0,hw_1,hw_2,hw_3,hw_4,hw_5,hw_6,hw_7,hw_8,hw_9,hw_10,hw_11,hw_12,hw_13,hw_14,hw_15,hw_16,hw_17,hw_18,hw_19,hw_20,hw_21,hw_22,hw_23
10,2011-01-01 10:00:00,spring,0,0,1,15.58,19.695,76,16.9979,12,24,36,0,1,1,10,Saturday,59.77,1,-4.12,1,0,0,0.36734693877551017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2011-01-01 11:00:00,spring,0,0,1,14.76,16.665,81,19.0012,26,30,56,0,1,1,11,Saturday,58.51,1,-1.9,0,0,0,0.3469387755102041,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2011-01-01 12:00:00,spring,0,0,1,17.22,21.21,77,19.0012,29,55,84,0,1,1,12,Saturday,62.36,1,-3.99,1,0,0,0.4081632653061224,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2011-01-01 13:00:00,spring,0,0,2,18.86,22.725,72,19.9995,47,47,94,0,1,1,13,Saturday,64.72,1,-3.87,1,0,0,0.4489795918367347,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2011-01-01 14:00:00,spring,0,0,2,18.86,22.725,72,19.0012,35,71,106,0,1,1,14,Saturday,64.72,1,-3.87,1,0,0,0.4489795918367347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2011-01-01 15:00:00,spring,0,0,2,18.04,21.97,77,19.9995,40,70,110,0,1,1,15,Saturday,63.65,1,-3.93,1,0,0,0.42857142857142855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2011-01-01 16:00:00,spring,0,0,2,17.22,21.21,82,19.9995,41,52,93,0,1,1,16,Saturday,62.5,1,-3.99,1,0,0,0.4081632653061224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2011-01-01 17:00:00,spring,0,0,2,18.04,21.97,82,19.0012,15,52,67,0,1,1,17,Saturday,63.83,1,-3.93,1,0,0,0.42857142857142855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2011-01-01 18:00:00,spring,0,0,3,17.22,21.21,88,16.9979,9,26,35,0,1,1,18,Saturday,62.67,1,-3.99,1,0,1,0.4081632653061224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2011-01-01 19:00:00,spring,0,0,3,17.22,21.21,88,16.9979,6,31,37,0,1,1,19,Saturday,62.67,1,-3.99,1,0,1,0.4081632653061224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2011-01-01 20:00:00,spring,0,0,2,16.4,20.455,87,16.9979,11,25,36,0,1,1,20,Saturday,61.27,0,-4.06,1,0,0,0.38775510204081626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2011-01-01 21:00:00,spring,0,0,2,16.4,20.455,87,12.998,3,31,34,0,1,1,21,Saturday,61.27,0,-4.06,1,0,0,0.38775510204081626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2011-01-01 22:00:00,spring,0,0,2,16.4,20.455,94,15.0013,11,17,28,0,1,1,22,Saturday,61.4,0,-4.06,1,0,0,0.38775510204081626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2011-01-01 23:00:00,spring,0,0,2,18.86,22.725,88,19.9995,15,24,39,0,1,1,23,Saturday,65.42,0,-3.87,1,0,0,0.4489795918367347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2011-01-02 00:00:00,spring,0,0,2,18.86,22.725,88,19.9995,4,13,17,0,1,2,0,Sunday,65.42,0,-3.87,1,0,0,0.4489795918367347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2011-01-02 01:00:00,spring,0,0,2,18.04,21.97,94,16.9979,1,16,17,0,1,2,1,Sunday,64.26,0,-3.93,1,0,0,0.42857142857142855,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2011-01-02 02:00:00,spring,0,0,2,17.22,21.21,100,19.0012,1,8,9,0,1,2,2,Sunday,63.0,0,-3.99,1,0,0,0.4081632653061224,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2011-01-02 03:00:00,spring,0,0,2,18.86,22.725,94,12.998,2,4,6,0,1,2,3,Sunday,65.69,0,-3.87,1,0,0,0.4489795918367347,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2011-01-02 04:00:00,spring,0,0,2,18.86,22.725,94,12.998,2,1,3,0,1,2,4,Sunday,65.69,0,-3.87,1,0,0,0.4489795918367347,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2011-01-02 06:00:00,spring,0,0,3,17.22,21.21,77,19.9995,0,2,2,0,1,2,6,Sunday,62.36,0,-3.99,1,0,1,0.4081632653061224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2011-01-02 07:00:00,spring,0,0,2,16.4,20.455,76,12.998,0,1,1,0,1,2,7,Sunday,61.06,0,-4.06,1,0,0,0.38775510204081626,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2011-01-02 08:00:00,spring,0,0,3,16.4,20.455,71,15.0013,0,8,8,0,1,2,8,Sunday,60.96,0,-4.06,1,0,1,0.38775510204081626,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2011-01-02 09:00:00,spring,0,0,2,15.58,19.695,76,15.0013,1,19,20,0,1,2,9,Sunday,59.77,0,-4.12,1,0,0,0.36734693877551017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2011-01-02 10:00:00,spring,0,0,2,14.76,17.425,81,15.0013,7,46,53,0,1,2,10,Sunday,58.51,1,-2.67,0,0,0,0.3469387755102041,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2011-01-02 11:00:00,spring,0,0,2,14.76,16.665,71,16.9979,16,54,70,0,1,2,11,Sunday,58.48,1,-1.9,0,0,0,0.3469387755102041,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2011-01-02 12:00:00,spring,0,0,2,14.76,16.665,66,19.9995,20,73,93,0,1,2,12,Sunday,58.46,1,-1.9,0,0,0,0.3469387755102041,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2011-01-02 13:00:00,spring,0,0,2,14.76,17.425,66,8.9981,11,64,75,0,1,2,13,Sunday,58.46,1,-2.67,0,0,0,0.3469387755102041,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2011-01-02 14:00:00,spring,0,0,3,14.76,17.425,76,12.998,4,55,59,0,1,2,14,Sunday,58.49,1,-2.67,0,0,1,0.3469387755102041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2011-01-02 15:00:00,spring,0,0,3,13.94,16.665,81,11.0014,19,55,74,0,1,2,15,Sunday,57.19,1,-2.72,0,0,1,0.32653061224489793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2011-01-02 16:00:00,spring,0,0,3,13.94,16.665,71,11.0014,9,67,76,0,1,2,16,Sunday,57.24,1,-2.72,0,0,1,0.32653061224489793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2011-01-02 17:00:00,spring,0,0,1,13.94,16.665,57,12.998,7,58,65,0,1,2,17,Sunday,57.31,1,-2.72,0,0,0,0.32653061224489793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2011-01-02 18:00:00,spring,0,0,2,14.76,16.665,46,22.0028,10,43,53,0,1,2,18,Sunday,58.4,1,-1.9,0,0,0,0.3469387755102041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2011-01-02 19:00:00,spring,0,0,1,13.12,14.395,42,30.0026,1,29,30,0,1,2,19,Sunday,56.38,1,-1.28,0,0,0,0.3061224489795918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2011-01-02 20:00:00,spring,0,0,1,12.3,13.635,39,23.9994,5,17,22,0,1,2,20,Sunday,55.44,0,-1.33,0,0,0,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2011-01-02 21:00:00,spring,0,0,1,10.66,11.365,44,22.0028,11,20,31,0,1,2,21,Sunday,53.29,0,-0.7,0,0,0,0.2448979591836735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2011-01-02 22:00:00,spring,0,0,1,9.84,10.605,44,19.9995,0,9,9,0,1,2,22,Sunday,52.26,0,-0.77,0,0,0,0.22448979591836735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2011-01-02 23:00:00,spring,0,0,1,9.02,11.365,47,11.0014,0,8,8,0,1,2,23,Sunday,51.08,0,-2.35,0,0,0,0.20408163265306123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2011-01-03 00:00:00,spring,0,1,1,9.02,9.85,44,23.9994,0,5,5,0,1,3,0,Monday,51.24,0,-0.83,0,0,0,0.20408163265306123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2011-01-03 01:00:00,spring,0,1,1,8.2,8.335,44,27.9993,0,2,2,0,1,3,1,Monday,50.22,0,-0.14,0,0,0,0.18367346938775508,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2011-01-03 04:00:00,spring,0,1,1,6.56,6.82,47,26.0027,0,1,1,0,1,3,4,Monday,47.94,0,-0.26,0,0,0,0.14285714285714285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2011-01-03 05:00:00,spring,0,1,1,6.56,6.82,47,19.0012,0,3,3,0,1,3,5,Monday,47.94,0,-0.26,0,0,0,0.14285714285714285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2011-01-03 06:00:00,spring,0,1,1,5.74,5.305,50,26.0027,0,30,30,0,1,3,6,Monday,46.64,0,0.44,0,0,0,0.12244897959183676,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2011-01-03 07:00:00,spring,0,1,1,5.74,6.82,50,12.998,1,63,64,0,1,3,7,Monday,46.64,0,-1.08,0,0,0,0.12244897959183676,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2011-01-03 08:00:00,spring,0,1,1,5.74,6.06,50,19.0012,1,153,154,0,1,3,8,Monday,46.64,1,-0.32,0,0,0,0.12244897959183676,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2011-01-03 09:00:00,spring,0,1,1,6.56,6.82,43,26.0027,7,81,88,0,1,3,9,Monday,48.26,0,-0.26,0,0,0,0.14285714285714285,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2011-01-03 10:00:00,spring,0,1,1,7.38,8.335,43,16.9979,11,33,44,0,1,3,10,Monday,49.27,0,-0.96,0,0,0,0.163265306122449,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2011-01-03 11:00:00,spring,0,1,1,8.2,9.09,40,22.0028,10,41,51,0,1,3,11,Monday,50.47,0,-0.89,0,0,0,0.18367346938775508,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,2011-01-03 12:00:00,spring,0,1,1,9.02,10.605,35,19.9995,13,48,61,0,1,3,12,Monday,51.73,1,-1.59,0,0,0,0.20408163265306123,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58,2011-01-03 13:00:00,spring,0,1,1,9.84,10.605,35,19.0012,8,53,61,0,1,3,13,Monday,52.67,1,-0.77,0,0,0,0.22448979591836735,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59,2011-01-03 14:00:00,spring,0,1,1,10.66,12.12,30,19.0012,11,66,77,0,1,3,14,Monday,53.81,0,-1.46,0,0,0,0.2448979591836735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60,2011-01-03 15:00:00,spring,0,1,1,10.66,12.12,30,16.9979,14,58,72,0,1,3,15,Monday,53.81,0,-1.46,0,0,0,0.2448979591836735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61,2011-01-03 16:00:00,spring,0,1,1,10.66,12.12,30,16.9979,9,67,76,0,1,3,16,Monday,53.81,0,-1.46,0,0,0,0.2448979591836735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
62,2011-01-03 17:00:00,spring,0,1,1,9.84,11.365,30,15.0013,11,146,157,0,1,3,17,Monday,52.9,1,-1.53,0,0,0,0.22448979591836735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63,2011-01-03 18:00:00,spring,0,1,1,9.84,12.88,32,7.0015,9,148,157,0,1,3,18,Monday,52.81,1,-3.04,0,0,0,0.22448979591836735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64,2011-01-03 19:00:00,spring,0,1,1,8.2,12.88,47,17.191688136645883,8,102,110,0,1,3,19,Monday,50.04,0,-4.68,0,0,0,0.18367346938775508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65,2011-01-03 20:00:00,spring,0,1,1,8.2,11.365,47,7.0015,3,49,52,0,1,3,20,Monday,50.04,0,-3.17,0,0,0,0.18367346938775508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66,2011-01-03 21:00:00,spring,0,1,1,7.38,9.85,64,8.9981,3,49,52,0,1,3,21,Monday,47.8,0,-2.47,0,0,0,0.163265306122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
67,2011-01-03 22:00:00,spring,0,1,1,5.74,7.575,69,8.9981,0,20,20,0,1,3,22,Monday,45.0,0,-1.84,0,0,0,0.12244897959183676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68,2011-01-03 23:00:00,spring,0,1,1,7.38,10.605,55,7.0015,1,11,12,0,1,3,23,Monday,48.43,0,-3.23,0,0,0,0.163265306122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,2011-01-04 00:00:00,spring,0,1,1,6.56,9.09,55,7.0015,0,5,5,0,1,4,0,Tuesday,47.32,0,-2.53,0,0,0,0.14285714285714285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2011-01-04 01:00:00,spring,0,1,1,6.56,9.09,59,7.0015,0,2,2,0,1,4,1,Tuesday,47.01,0,-2.53,0,0,0,0.14285714285714285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2011-01-04 02:00:00,spring,0,1,1,5.74,7.575,63,8.9981,0,1,1,0,1,4,2,Tuesday,45.52,0,-1.84,0,0,0,0.12244897959183676,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2011-01-04 04:00:00,spring,0,1,1,5.74,9.09,63,6.0032,0,2,2,0,1,4,4,Tuesday,45.52,0,-3.35,0,0,0,0.12244897959183676,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2011-01-04 05:00:00,spring,0,1,1,4.92,7.575,68,7.0015,0,4,4,0,1,4,5,Tuesday,43.87,0,-2.66,0,0,0,0.10204081632653061,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
