datetime,holiday,workingday,atemp,humidity,windspeed,rainyday,ideal,sticky,peak,temp(difference),discomfort_index,hour_0,hour_1,hour_2,hour_3,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,hw_0,hw_1,hw_2,hw_3,hw_5,hw_6,hw_7,hw_8,hw_9,hw_10,hw_11,hw_12,hw_13,hw_14,hw_15,hw_16,hw_17,hw_18,hw_19,hw_20,hw_21,hw_22,hw_23,year_2012,dayofweek_0,dayofweek_2,dayofweek_3,dayofweek_4,dayofweek_5,dayofweek_6,season_2,season_3,season_4,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,log_count
2011-01-01 10:00:00,0,0,0.42364917776037586,0.76,0.21560898699251088,0,1,0,1,0.1260019236934915,0.4172538970745251,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6109179126442243
2011-01-01 11:00:00,0,0,0.35585635977178653,0.81,0.25489423203258443,0,0,0,1,0.19717858287912793,0.39034806747811246,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04305126783455
2011-01-01 12:00:00,0,0,0.45754558675467055,0.77,0.25489423203258443,0,1,0,1,0.13016992625841614,0.4725603245782618,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.442651256490317
2011-01-01 13:00:00,0,0,0.4914419957489652,0.72,0.27447116016292217,0,1,0,1,0.13401731324142352,0.5229553704890028,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.553876891600541
2011-01-01 14:00:00,0,0,0.4914419957489652,0.72,0.25489423203258443,0,1,0,1,0.13401731324142352,0.5229553704890028,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.672828834461906
2011-01-01 15:00:00,0,0,0.47454972592012523,0.77,0.27447116016292217,0,1,0,1,0.13209361974991984,0.5001067691650652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.709530201312334
2011-01-01 16:00:00,0,0,0.45754558675467055,0.8200000000000001,0.27447116016292217,0,1,0,1,0.13016992625841614,0.4755498612000856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.543294782270004
2011-01-01 17:00:00,0,0,0.47454972592012523,0.8200000000000001,0.25489423203258443,0,1,0,1,0.13209361974991984,0.5039504591074099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.219507705176107
2011-01-01 18:00:00,0,0,0.45754558675467055,0.88,0.21560898699251088,1,1,0,1,0.13016992625841614,0.47918001281229994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58351893845611
2011-01-01 19:00:00,0,0,0.45754558675467055,0.88,0.21560898699251088,1,1,0,1,0.13016992625841614,0.47918001281229994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6375861597263857
2011-01-01 20:00:00,0,0,0.4406533169258306,0.87,0.21560898699251088,0,1,0,0,0.1279256171849952,0.44928464659406375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6109179126442243
2011-01-01 21:00:00,0,0,0.4406533169258306,0.87,0.13716988569176194,0,1,0,0,0.1279256171849952,0.44928464659406375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5553480614894135
2011-01-01 22:00:00,0,0,0.4406533169258306,0.9400000000000001,0.17645513073183552,0,1,0,0,0.1279256171849952,0.45206064488575703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.367295829986474
2011-01-01 23:00:00,0,0,0.4914419957489652,0.88,0.27447116016292217,0,1,0,0,0.13401731324142352,0.537903053598121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6888794541139363
2011-01-02 00:00:00,0,0,0.4914419957489652,0.88,0.27447116016292217,0,1,0,0,0.13401731324142352,0.537903053598121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8903717578961645
2011-01-02 01:00:00,0,0,0.47454972592012523,0.9400000000000001,0.21560898699251088,0,1,0,0,0.13209361974991984,0.513132607303011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8903717578961645
2011-01-02 02:00:00,0,0,0.45754558675467055,1.0,0.25489423203258443,0,1,0,0,0.13016992625841614,0.4862267777065984,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.302585092994046
2011-01-02 03:00:00,0,0,0.4914419957489652,0.9400000000000001,0.13716988569176194,0,1,0,0,0.13401731324142352,0.5436685885116378,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9459101490553132
2011-01-02 04:00:00,0,0,0.4914419957489652,0.9400000000000001,0.13716988569176194,0,1,0,0,0.13401731324142352,0.5436685885116378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3862943611198906
2011-01-02 06:00:00,0,0,0.45754558675467055,0.77,0.27447116016292217,1,1,0,0,0.13016992625841614,0.4725603245782618,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098
2011-01-02 07:00:00,0,0,0.4406533169258306,0.76,0.13716988569176194,0,1,0,0,0.1279256171849952,0.4448003416613283,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
2011-01-02 08:00:00,0,0,0.4406533169258306,0.71,0.17645513073183552,1,1,0,0,0.1279256171849952,0.4426649583600256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196
2011-01-02 09:00:00,0,0,0.42364917776037586,0.76,0.17645513073183552,0,1,0,0,0.1260019236934915,0.4172538970745251,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.044522437723423
2011-01-02 10:00:00,0,0,0.3728604989372413,0.81,0.17645513073183552,0,0,0,1,0.17249118307149727,0.39034806747811246,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9889840465642745
2011-01-02 11:00:00,0,0,0.35585635977178653,0.71,0.21560898699251088,0,0,0,1,0.19717858287912793,0.38970745248772165,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2626798770413155
2011-01-02 12:00:00,0,0,0.35585635977178653,0.66,0.27447116016292217,0,0,0,1,0.19717858287912793,0.3892803758274611,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.543294782270004
2011-01-02 13:00:00,0,0,0.3728604989372413,0.66,0.058730784391013036,0,0,0,1,0.17249118307149727,0.3892803758274611,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.330733340286331
2011-01-02 14:00:00,0,0,0.3728604989372413,0.76,0.13716988569176194,1,0,0,1,0.17249118307149727,0.3899209908178519,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0943445622221
2011-01-02 15:00:00,0,0,0.35585635977178653,0.81,0.09801602943108662,1,0,0,1,0.17088810516191086,0.3621610079009182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31748811353631
2011-01-02 16:00:00,0,0,0.35585635977178653,0.71,0.09801602943108662,1,0,0,1,0.17088810516191086,0.36322869955156956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.343805421853684
2011-01-02 17:00:00,0,0,0.35585635977178653,0.5700000000000001,0.13716988569176194,0,0,0,1,0.17088810516191086,0.36472346786248144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.189654742026425
2011-01-02 18:00:00,0,0,0.35585635977178653,0.46,0.31375640520299575,0,0,0,1,0.19717858287912793,0.3879991458466795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9889840465642745
2011-01-02 19:00:00,0,0,0.30506768094865194,0.42,0.4706346078044935,0,0,0,1,0.21705674895799937,0.3448644031603675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4339872044851463
2011-01-02 20:00:00,0,0,0.2880635417831972,0.39,0.3529102614636711,0,0,0,0,0.21545367104841295,0.32479180012812303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1354942159291497
2011-01-02 21:00:00,0,0,0.23727486296006267,0.44,0.31375640520299575,0,0,0,0,0.23565245270920165,0.2788810591501175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4657359027997265
2011-01-02 22:00:00,0,0,0.22027072379460788,0.44,0.27447116016292217,0,0,0,0,0.2334081436357807,0.25688661114670086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.302585092994046
2011-01-02 23:00:00,0,0,0.23727486296006267,0.47000000000000003,0.09801602943108662,0,0,0,0,0.18275088169285025,0.23168908819133038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196
2011-01-03 00:00:00,0,1,0.20337845396576798,0.44,0.3529102614636711,0,0,0,0,0.23148445014427702,0.2351057014734147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469228055
2011-01-03 01:00:00,0,1,0.16948204497147334,0.44,0.43134936276441993,0,0,0,0,0.2536069252965694,0.2133247918001281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098
2011-01-03 04:00:00,0,1,0.13558563597717865,0.47000000000000003,0.3921955065037446,0,0,0,0,0.24975953831356204,0.1646380525304293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
2011-01-03 05:00:00,0,1,0.13558563597717865,0.47000000000000003,0.25489423203258443,0,0,0,0,0.24975953831356204,0.1646380525304293,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3862943611198906
2011-01-03 06:00:00,0,1,0.10168922698288398,0.5,0.3921955065037446,0,0,0,0,0.2722026290477717,0.1368780696134957,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4339872044851463
2011-01-03 07:00:00,0,1,0.13558563597717865,0.5,0.13716988569176194,0,0,0,0,0.22346906059634497,0.1368780696134957,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.174387269895637
2011-01-03 08:00:00,0,1,0.11858149681172388,0.5,0.25489423203258443,0,0,0,1,0.24783584482205834,0.1368780696134957,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.043425116919247
2011-01-03 09:00:00,0,1,0.13558563597717865,0.43,0.3921955065037446,0,0,0,0,0.24975953831356204,0.17147127909459747,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48863636973214
2011-01-03 10:00:00,0,1,0.16948204497147334,0.43,0.21560898699251088,0,0,0,0,0.22731644757935235,0.1930386504377538,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8066624897703196
2011-01-03 11:00:00,0,1,0.18637431480031325,0.4,0.31375640520299575,0,0,0,0,0.2295607566527733,0.2186632500533846,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9512437185814275
2011-01-03 12:00:00,0,1,0.22027072379460788,0.35000000000000003,0.27447116016292217,0,0,0,1,0.20711766591856365,0.24556907964979724,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.127134385045092
2011-01-03 13:00:00,0,1,0.22027072379460788,0.35000000000000003,0.25489423203258443,0,0,0,1,0.2334081436357807,0.26564168268204147,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.127134385045092
2011-01-03 14:00:00,0,1,0.2541671327889025,0.3,0.25489423203258443,0,0,0,0,0.2112856684834883,0.2899850523168911,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.356708826689592
2011-01-03 15:00:00,0,1,0.2541671327889025,0.3,0.21560898699251088,0,0,0,0,0.2112856684834883,0.2899850523168911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.290459441148391
2011-01-03 16:00:00,0,1,0.2541671327889025,0.3,0.21560898699251088,0,0,0,0,0.2112856684834883,0.2899850523168911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.343805421853684
2011-01-03 17:00:00,0,1,0.23727486296006267,0.3,0.17645513073183552,0,0,0,1,0.20904135941006732,0.27055306427503745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.062595033026967
